CardholderID,First Name,Last Name,Gender,ATMID,Birth Date,Occupation,AccountType,IsWisabi
LA-001-1044,Ebuka,Adetunji,M,LA-001,06/15/1972,Plumber,Savings,1
RI-001-1129,Onyinye,Wachukwu,F,RI-001,11/3/1995,Manager,Current,0
RI-005-1065,Mabel,Okorie,F,RI-005,11/1/1980,Data Analyst,Current,1
LA-007-1213,Chidiebere,Adeleke,F,LA-007,03/22/1974,Human Resources Specialist,Savings,1
LA-013-1083,Oluwakemi,Akinola,F,LA-013,10/10/1970,Lawyer,Savings,1
LA-015-1132,Angela,Nkechi,M,LA-015,3/6/1992,Welder,Current,1
EN-002-1033,Ngozi,Okeke,F,EN-002,10/21/1957,Marketing Executive,Savings,1
LA-007-1236,Amos,Alade,M,LA-007,2/4/1975,Carpenter,Current,1
RI-004-1048,Vincent,Brown,F,RI-004,2/7/2000,Student,Savings,1
LA-007-1023,Nnamdi,Nnamdi,M,LA-007,08/19/1973,Lawyer,Current,1
LA-009-1259,Habiba,Uzoh,F,LA-009,4/1/1962,Trader,Current,1
LA-008-1075,Cornelius,Akintoye,M,LA-008,5/6/2003,Student,Savings,0
LA-013-1237,Oluwatomi,Eko,F,LA-013,01/29/1959,Health Professional,Savings,1
LA-004-1022,Oluwajoba,Oluwajoba,M,LA-004,3/8/1989,Mechanic,Savings,1
RI-005-1034,Onyinye,Wobo,F,RI-005,12/2/1968,Lawyer,Current,1
RI-007-1053,Ifeoma,Adeyemo,F,RI-007,11/20/1972,Manager,Savings,1
KN-007-1011,Ruqayya,Garba,F,KN-007,06/25/1978,Health Professional,Current,1
LA-011-1182,Alfred,Akintola,M,LA-011,1/6/1978,Electrician,Current,1
LA-010-1199,Kafayat,Balogun,M,LA-010,10/1/1996,Electrician,Savings,1
LA-005-1262,Oluwatobi,Jimoh,M,LA-005,10/12/1994,Data Analyst,Savings,0
RI-008-1094,Chidiebere,Onwuka,M,RI-008,09/16/1958,Mechanic,Current,1
KN-007-1180,Hassan,Rukayat,F,KN-007,6/10/1966,Human Resources Specialist,Current,0
LA-002-1086,Comfort,Adebowale,F,LA-002,08/13/2008,Student,Savings,0
RI-003-1081,Amaka,Egwuatu,F,RI-003,05/15/2000,Student,Savings,1
RI-004-1092,Favour,Wike,F,RI-004,10/6/1970,Health Professional,Savings,1
LA-009-1121,Adeola,Daramola,M,LA-009,01/14/1991,Factory Worker,Savings,1
LA-009-1255,Nnamdi,Emeka,M,LA-009,9/10/1988,Engineer,Current,1
KN-005-1120,Umaru,Ali,F,KN-005,4/2/1963,Human Resources Specialist,Current,1
KN-002-1174,Fadila,Fatima,M,KN-002,4/8/1992,Mechanic,Current,1
LA-011-1071,Ekene,Onyeka,M,LA-011,10/10/1993,Plumber,Savings,0
KN-003-1147,Garba,Maryam,M,KN-003,5/1/1986,Factory Worker,Current,1
LA-009-1164,Boniface,Adeyemo,F,LA-009,12/1/1967,Engineer,Current,1
LA-008-1142,Aderonke,Onyeka,F,LA-008,3/9/1980,Human Resources Specialist,Current,0
LA-010-1169,Edmund,Oluwabukola,F,LA-010,11/4/1987,Lawyer,Current,0
KN-008-1118,Ahmed,Bala,M,KN-008,03/28/1997,Accountant,Savings,1
KN-006-1077,Danladi,Garba,M,KN-006,04/21/1981,Lawyer,Current,1
RI-005-1069,Vivian,Amadi,M,RI-005,5/7/1978,Trader,Savings,0
LA-007-1097,Ngozi,Nwosu,M,LA-007,10/8/1991,Mechanic,Savings,1
LA-008-1121,Deborah,Eze,M,LA-008,05/14/1980,Software Developer,Current,1
LA-009-1219,Opeyemi,Ogunleye,M,LA-009,9/7/1972,Manager,Current,1
KN-008-1100,Amina,Muhammad,F,KN-008,01/28/1986,Marketing Executive,Savings,1
RI-001-1111,Chidiebere,Amadi,F,RI-001,2/5/1999,Student,Savings,1
RI-004-1063,Fidelis,Obi,F,RI-004,07/25/2003,Student,Savings,0
LA-001-1021,Pelumi,Oyebanji,F,LA-001,5/5/1986,Lawyer,Current,1
EN-002-1030,Chidimma,Eze,F,EN-002,1/3/1978,Data Analyst,Current,1
RI-008-1059,Nkechi,Brown,M,RI-008,10/23/1961,Plumber,Savings,1
LA-007-1121,Jideofor,Fajimi,F,LA-007,2/12/1970,Manager,Savings,0
LA-005-1101,Oladayo,Akintola,F,LA-005,06/26/1996,Marketing Executive,Savings,1
LA-013-1054,Ekwutosi,Adekunle,M,LA-013,04/13/1971,Carpenter,Savings,1
KN-005-1157,Salma,Hauwa,F,KN-005,10/17/1960,Engineer,Current,1
RI-001-1004,Ijeoma,Egwuatu,F,RI-001,08/21/1983,Accountant,Current,1
RI-004-1044,Ezekiel,Brown,F,RI-004,01/22/1998,Student,Savings,1
EN-005-1031,Ndubuisi,Obasi,M,EN-005,1/5/1985,Manager,Current,1
RI-007-1090,Chiagozie,Amadi,F,RI-007,10/9/1993,Software Developer,Current,1
KN-002-1099,Nafisa,Sani,F,KN-002,04/28/1972,Lawyer,Savings,1
KN-005-1096,Maryam,Yusuf,M,KN-005,1/7/1966,Carpenter,Current,1
KN-002-1071,Salisu,Yusuf,M,KN-002,07/27/1985,Mechanic,Savings,0
KN-004-1178,Rukayya,Danladi,F,KN-004,05/13/2003,Student,Savings,1
KN-001-1082,Garba,Yakubu,F,KN-001,1/1/1993,Lawyer,Savings,1
KN-005-1128,Amina,Farouq,M,KN-005,05/29/1960,Engineer,Current,1
KN-004-1149,Khadija,Nafisa,F,KN-004,02/28/1972,Health Professional,Savings,1
RI-010-1116,Tunde,Brown,M,RI-010,10/20/1990,Health Professional,Current,1
KN-001-1176,Ismaila,Ruqayya,M,KN-001,12/29/1998,Carpenter,Current,0
LA-003-1215,Aremu,Omotayo,F,LA-003,3/1/1997,Trader,Current,1
LA-009-1166,Akubueze,Ogunleye,F,LA-009,10/15/1959,Health Professional,Savings,1
RI-001-1110,Harrison,Chukwuemeka,F,RI-001,12/16/1975,Trader,Current,1
LA-014-1234,Victoria,Adeyemi,M,LA-014,06/15/1983,Engineer,Savings,1
LA-004-1144,Lekan,Adesina,M,LA-004,1/8/1993,Data Analyst,Current,0
KN-005-1140,Lawal,Ahmad,F,KN-005,07/20/2007,Student,Savings,1
LA-008-1094,Durotimi,Bello,F,LA-008,02/13/1984,Engineer,Current,1
LA-009-1249,Damilare,Oluwadara,M,LA-009,9/5/1977,Human Resources Specialist,Current,0
LA-015-1194,Daniel,Adeyemo,M,LA-015,5/3/1997,Farmer,Current,1
KN-010-1175,Mustapha,Abdulkadir,M,KN-010,03/22/1990,Accountant,Current,1
LA-005-1245,Austin,Adebayo,F,LA-005,03/21/1989,Engineer,Savings,1
LA-013-1269,Ekanem,Okonkwo,M,LA-013,06/28/1995,Accountant,Current,1
KN-002-1205,Sadiq,Salma,F,KN-002,07/22/1988,Human Resources Specialist,Current,1
RI-005-1026,Chizoba,Wike,F,RI-005,10/12/2002,Student,Savings,0
LA-015-1067,Alaba,Oladipo,M,LA-015,12/21/1991,Health Professional,Savings,1
KN-003-1182,Bashir,Habiba,F,KN-003,11/2/1988,Health Professional,Current,0
LA-005-1174,Chidiebere,Nnamdi,M,LA-005,07/16/1979,Truck Driver,Current,0
KN-003-1198,Ahmad,Ruqayya,M,KN-003,11/26/1985,Carpenter,Current,1
LA-014-1117,Oyindamola,Aluko,M,LA-014,03/17/1977,Plumber,Savings,1
KN-010-1101,Garba,Usman,F,KN-010,10/12/2007,Student,Savings,0
LA-012-1131,Akindele,Ige,M,LA-012,01/24/1978,Plumber,Current,1
KN-010-1026,Aliyu,Abubakar,F,KN-010,01/27/1961,Engineer,Savings,1
LA-010-1235,Deji,Okon,M,LA-010,2/3/1990,Construction Worker,Savings,1
RI-003-1086,Chidiebere,Iwuoha,F,RI-003,9/1/1965,Trader,Savings,0
LA-005-1284,Rasheed,Afolayan,M,LA-005,8/5/1983,Construction Worker,Savings,1
RI-008-1073,Benjamin,Wike,F,RI-008,08/18/1960,Health Professional,Savings,1
LA-006-1087,Nkem,Oluwabusayo,M,LA-006,01/26/1968,Health Professional,Current,1
KN-002-1001,Musa,Abdullahi,M,KN-002,6/5/1957,Engineer,Savings,1
LA-012-1001,Adewale,Fagbemi,M,LA-012,03/26/1975,Welder,Savings,1
LA-007-1166,Bolaji,Oluwabukola,F,LA-007,07/15/2002,Student,Savings,1
EN-001-1037,Nkemjika,Uzoma,M,EN-001,3/1/2000,Student,Savings,1
KN-006-1099,Danladi,Ali,M,KN-006,01/17/1992,Carpenter,Savings,1
LA-005-1178,Oluwatimilehin,Ayodele,M,LA-005,8/7/1967,Welder,Savings,1
KN-003-1153,Garba,Rukayat,M,KN-003,06/24/1978,Construction Worker,Current,0
KN-003-1135,Umaru,Farouk,F,KN-003,10/9/1969,Health Professional,Savings,1
KN-009-1108,Haruna,Salisu,M,KN-009,6/9/1958,Manager,Current,1
EN-002-1018,Obioma,Okezie,M,EN-002,06/15/1990,Farmer,Savings,1
LA-006-1004,Aremu,Abimbola,M,LA-006,03/24/1978,Accountant,Savings,1
LA-014-1253,Adesanmi,Olumide,F,LA-014,01/29/1987,Trader,Savings,0
KN-007-1029,Firdausi,Hassan,F,KN-007,09/29/1970,Health Professional,Current,1
KN-001-1189,Fadila,Abdulsalam,M,KN-001,04/26/1986,Electrician,Current,1
KN-008-1150,Hafsatu,Maryam,M,KN-008,3/12/2000,Trader,Savings,1
KN-001-1052,Umaru,Adamu,M,KN-001,08/19/1987,Marketing Executive,Savings,1
RI-008-1036,Levi,Eze,F,RI-008,12/1/1980,Marketing Executive,Savings,1
LA-003-1132,Chidieze,Egbeyemi,M,LA-003,06/24/1964,Manager,Savings,1
EN-001-1032,Chidubem,Mbah,M,EN-001,10/6/1961,Manager,Savings,1
KN-006-1104,Hafsatu,Lawal,M,KN-006,1/5/1987,Construction Worker,Current,1
LA-001-1175,Ada,Akpan,F,LA-001,8/9/1986,Health Professional,Savings,1
EN-001-1087,Chioma,Ugochukwu,F,EN-001,11/21/1960,Health Professional,Savings,1
LA-009-1247,Oluwakanyinsola,Kehinde,M,LA-009,7/11/1996,Human Resources Specialist,Savings,1
LA-007-1014,Oyindamola,Akinola,M,LA-007,11/28/1978,Health Professional,Current,1
RI-009-1062,Ezekiel,Akobo,M,RI-009,07/27/1970,Mechanic,Savings,1
KN-005-1220,Abubakar,Abdulrahman,F,KN-005,05/28/1992,Trader,Savings,0
RI-002-1058,Anthony,Okoli,F,RI-002,01/29/1990,Trader,Savings,1
KN-002-1134,Bashir,Lawal,M,KN-002,11/28/1994,Truck Driver,Current,0
KN-003-1129,Sadiq,Usman,F,KN-003,9/6/1958,Health Professional,Savings,0
EN-001-1004,Ikechukwu,Uzoma,M,EN-001,02/26/1987,Accountant,Savings,1
LA-001-1090,Hakeem,Jimoh,M,LA-001,07/23/1981,Data Analyst,Current,1
KN-009-1163,Bello,Amina,F,KN-009,9/5/1970,Engineer,Current,0
EN-004-1052,Ifeanyi,Nweke,M,EN-004,12/1/2001,Student,Savings,1
LA-006-1202,Ekanem,Oluwaseyi,M,LA-006,11/24/1980,Human Resources Specialist,Current,0
EN-001-1097,Ogochukwu,Amaechi,M,EN-001,07/20/1965,Human Resources Specialist,Current,0
EN-002-1068,Chidimma,Okolie,M,EN-002,7/11/1979,Factory Worker,Savings,1
LA-004-1180,Efosa,Oni,M,LA-004,4/10/2000,Student,Savings,0
LA-014-1186,Dickson,Akindele,M,LA-014,4/7/1987,Factory Worker,Current,1
KN-006-1165,Abdulkadir,Rakiya,M,KN-006,03/29/1957,Engineer,Current,1
RI-003-1059,Kingsley,Adeyemo,M,RI-003,06/22/2007,Student,Savings,0
LA-007-1058,Ebiere,Egbeyemi,M,LA-007,11/14/1987,Software Developer,Savings,1
LA-005-1064,Adewale,Awosika,F,LA-005,1/5/1959,Marketing Executive,Savings,0
KN-003-1164,Rukayya,Mustapha,M,KN-003,10/21/1973,Construction Worker,Current,1
LA-015-1113,Bamidele,Obi,M,LA-015,04/23/1994,Electrician,Savings,0
LA-012-1217,Dominic,Fagbuyi,M,LA-012,6/5/1982,Construction Worker,Savings,1
RI-006-1098,Kofi,Okeke,M,RI-006,09/15/2002,Student,Savings,1
RI-007-1114,Emeka,Okoro,F,RI-007,4/4/1974,Marketing Executive,Savings,1
LA-014-1239,Danjuma,Onyeka,M,LA-014,03/14/1965,Lawyer,Savings,1
LA-008-1292,Chinasa,Onu,M,LA-008,01/15/1965,Welder,Current,1
KN-006-1127,Tijjani,Ibrahim,F,KN-006,08/16/1992,Lawyer,Savings,1
KN-010-1208,Garba,Hauwa,M,KN-010,07/22/1963,Engineer,Savings,1
KN-007-1211,Nura,Ibrahim,F,KN-007,04/27/1999,Trader,Savings,1
EN-002-1071,Chidubem,Mbadiwe,M,EN-002,01/29/1982,Human Resources Specialist,Current,0
LA-011-1106,Cyril,Alao,M,LA-011,9/11/1968,Electrician,Savings,1
EN-003-1081,Nwabueze,Ojukwu,F,EN-003,04/25/1961,Engineer,Current,1
KN-006-1198,Hauwa,Tijjani,F,KN-006,04/23/1970,Health Professional,Current,1
LA-007-1122,Afolabi,Onyeka,F,LA-007,10/1/1993,Data Analyst,Savings,1
LA-010-1260,Nifemi,Eko,F,LA-010,5/9/1976,Software Developer,Savings,1
KN-007-1194,Halima,Maryam,M,KN-007,07/14/1959,Manager,Savings,1
KN-002-1050,Ibrahim,Adamu,M,KN-002,03/13/1961,Plumber,Savings,1
KN-010-1085,Sadiq,Ibrahim,F,KN-010,1/4/1963,Trader,Current,1
LA-015-1288,Oluwalonimi,Akinsanya,M,LA-015,3/12/1980,Software Developer,Savings,1
LA-015-1282,Efosa,Okoro,F,LA-015,02/19/2007,Student,Savings,0
LA-003-1210,Chuma,Oguntade,F,LA-003,03/17/1960,Marketing Executive,Current,0
KN-001-1125,Salma,Ali,M,KN-001,01/27/2002,Student,Savings,1
KN-002-1224,Ibrahim,Mariam,M,KN-002,09/14/1979,Engineer,Current,1
LA-010-1007,Danjuma,Eze,M,LA-010,10/3/1965,Construction Worker,Current,1
KN-006-1101,Umaru,Umaru,M,KN-006,09/18/1982,Manager,Current,1
RI-005-1011,Amarachi,Amadi,F,RI-005,11/5/1970,Lawyer,Savings,1
EN-003-1020,Amarachi,Ugwu,F,EN-003,01/13/2002,Student,Savings,1
KN-010-1157,Nafisa,Mustapha,F,KN-010,02/15/1967,Trader,Current,1
KN-003-1005,Aisha,Garba,F,KN-003,05/28/1976,Health Professional,Current,1
EN-001-1073,Chiemeka,Ezenwa,M,EN-001,4/4/1987,Mechanic,Current,0
LA-002-1118,Hakeem,Adeleke,M,LA-002,8/4/1961,Lawyer,Current,0
LA-003-1124,Nkem,Nkechi,M,LA-003,11/17/1993,Software Developer,Savings,1
RI-003-1056,Nwakaego,Wike,F,RI-003,07/31/1968,Lawyer,Current,1
LA-008-1112,Olajide,Dare,M,LA-008,09/29/1996,Welder,Current,1
KN-010-1106,Firdausi,Umaru,F,KN-010,08/13/2000,Trader,Current,1
LA-009-1054,Chidiebere,Amosun,M,LA-009,06/25/1987,Software Developer,Current,1
LA-008-1017,Oluwatosin,Adesina,M,LA-008,02/23/1975,Carpenter,Savings,1
KN-003-1115,Bashir,Umaru,M,KN-003,03/27/2003,Student,Savings,0
LA-009-1179,Adedoyin,Oluwasegun,F,LA-009,08/22/1993,Manager,Savings,1
KN-007-1165,Rakiya,Nasiru,M,KN-007,07/26/1980,Manager,Current,1
LA-005-1173,Bertha,Okoro,F,LA-005,7/9/1989,Health Professional,Savings,1
KN-008-1004,Nasiru,Ahmed,M,KN-008,12/24/1989,Lawyer,Savings,1
LA-005-1141,Chiwendu,Akintoye,M,LA-005,4/11/1984,Manager,Current,0
KN-004-1097,Danladi,Aliyu,F,KN-004,9/1/1997,Human Resources Specialist,Savings,0
LA-007-1043,Chuka,Ajayi,F,LA-007,12/3/1987,Accountant,Savings,1
LA-015-1229,Oluwalonimi,Adekunle,M,LA-015,07/27/2002,Student,Savings,1
EN-006-1007,Chukwuebuka,Anozie,M,EN-006,03/19/1970,Marketing Executive,Savings,1
LA-001-1082,Austin,Alaka,M,LA-001,02/26/1985,Health Professional,Current,1
LA-011-1278,Oladimeji,Adeyemo,M,LA-011,10/24/1970,Welder,Current,1
KN-001-1193,Sadiq,Khadija,M,KN-001,03/30/2001,Student,Savings,1
EN-005-1058,Chibuzo,Ibeh,F,EN-005,8/7/1959,Lawyer,Savings,1
KN-007-1057,Abubakar,Yakubu,M,KN-007,01/13/1986,Manager,Savings,1
RI-001-1045,Ngozi,Okeke,M,RI-001,09/28/1978,Factory Worker,Savings,0
LA-007-1141,Cornelius,Obi,M,LA-007,05/25/1971,Data Analyst,Savings,0
KN-010-1028,Shehu,Aliyu,M,KN-010,02/23/1985,Truck Driver,Savings,1
LA-011-1164,Jideofor,Adeyemi,F,LA-011,03/25/1971,Marketing Executive,Current,1
KN-005-1108,Lawal,Muhammad,F,KN-005,09/25/1986,Health Professional,Current,1
LA-002-1092,Nkechi,Ogunleye,M,LA-002,10/20/1990,Truck Driver,Savings,1
RI-002-1037,Emmanuel,Amaechi,M,RI-002,5/9/1990,Marketing Executive,Current,0
LA-007-1131,Cynthia,Alade,M,LA-007,1/3/1975,Farmer,Current,1
KN-002-1185,Sadiya,Fatima,F,KN-002,01/27/1968,Marketing Executive,Savings,0
KN-009-1088,Garba,Danjuma,F,KN-009,10/25/1984,Accountant,Current,1
LA-011-1048,Ebenezer,Adeleke,F,LA-011,09/14/1986,Accountant,Savings,1
RI-006-1112,Chika,Chukwuma,F,RI-006,09/30/1981,Manager,Savings,1
LA-014-1129,Aisha,Oluwatosin,F,LA-014,10/16/1998,Student,Savings,1
LA-008-1154,Chikodi,Eze,F,LA-008,3/8/1967,Trader,Current,1
EN-003-1025,Obiora,Okonkwo,M,EN-003,12/12/2003,Student,Savings,1
LA-007-1010,Dinah,Okonkwo,F,LA-007,09/16/1992,Data Analyst,Current,1
EN-004-1088,Uchenna,Ojukwu,F,EN-004,11/13/1964,Software Developer,Current,1
EN-006-1024,Ikenna,Ume,M,EN-006,10/31/2001,Student,Savings,1
RI-010-1012,Chidera,Akobo,M,RI-010,12/16/1961,Marketing Executive,Current,1
KN-001-1206,Ibrahim,Halima,M,KN-001,05/24/1969,Truck Driver,Current,1
LA-015-1153,Adeyinka,Odumosu,F,LA-015,05/19/1973,Software Developer,Savings,1
LA-013-1017,Adeyinka,Adeyemo,M,LA-013,8/9/1988,Welder,Savings,1
RI-004-1019,Chisom,Pepple,F,RI-004,09/16/1986,Manager,Current,0
LA-005-1102,Oluwasegun,Nkechi,F,LA-005,5/10/1987,Manager,Current,1
LA-009-1095,Mosunmola,Okonkwo,F,LA-009,08/31/1957,Trader,Savings,1
LA-001-1005,Chiamaka,Okafor,F,LA-001,03/18/2000,Student,Savings,1
LA-010-1161,Oluwatofunmi,Okoro,M,LA-010,04/18/1994,Truck Driver,Savings,1
LA-004-1098,Kikelomo,Okonkwo,M,LA-004,6/1/1975,Welder,Current,1
RI-009-1027,Chidera,Ibezim,F,RI-009,01/13/1980,Trader,Current,1
LA-005-1045,Ada,Kehinde,M,LA-005,3/1/1957,Factory Worker,Current,1
EN-003-1014,Ikechukwu,Amaechi,M,EN-003,2/9/1966,Plumber,Current,0
LA-015-1091,Kehinde,Nnamdi,M,LA-015,08/14/1998,Student,Savings,1
KN-003-1133,Tijjani,Danjuma,M,KN-003,2/4/1968,Farmer,Current,1
LA-006-1136,Eniola,Okoro,F,LA-006,11/23/1959,Data Analyst,Current,0
KN-004-1073,Habiba,Ahmad,F,KN-004,09/27/1974,Marketing Executive,Savings,1
KN-006-1133,Fati,Bello,M,KN-006,10/26/1972,Factory Worker,Savings,1
KN-008-1140,Rabi,Shehu,F,KN-008,2/11/1990,Marketing Executive,Current,0
RI-010-1025,Vivian,Okeke,F,RI-010,9/6/1969,Lawyer,Current,1
LA-005-1133,Amina,Gbadamosi,F,LA-005,09/17/1986,Lawyer,Current,1
LA-005-1252,Oluwadamilare,Adebanjo,M,LA-005,8/8/2003,Student,Savings,0
KN-001-1068,Nura,Ahmed,F,KN-001,06/21/1968,Health Professional,Savings,1
KN-003-1201,Umar,Ruqayya,F,KN-003,05/20/1965,Health Professional,Current,1
LA-012-1103,Hakeem,Onu,F,LA-012,08/27/1987,Manager,Current,1
RI-002-1026,Ifeanyi,Akobo,M,RI-002,10/10/1968,Human Resources Specialist,Current,1
LA-012-1082,Zainab,Nwosu,M,LA-012,7/1/1987,Mechanic,Current,0
LA-005-1163,Danladi,Uzoma,F,LA-005,01/13/2004,Student,Savings,1
KN-004-1025,Haruna,Ahmed,F,KN-004,05/24/2002,Student,Savings,0
RI-001-1046,Adaku,Ibezim,F,RI-001,02/16/1962,Accountant,Savings,1
RI-010-1035,Peace,Akobo,F,RI-010,10/23/1986,Trader,Savings,1
LA-008-1287,Oyindamola,Olumide,M,LA-008,12/20/1978,Software Developer,Savings,1
KN-009-1028,Fadila,Garba,M,KN-009,06/27/1983,Farmer,Savings,1
KN-001-1155,Abdullahi,Habiba,M,KN-001,07/31/1960,Electrician,Savings,1
KN-001-1040,Maryam,Aliyu,F,KN-001,01/29/1999,Trader,Savings,1
KN-009-1179,Sani,Salisu,M,KN-009,11/20/1967,Engineer,Savings,1
EN-003-1015,Okechukwu,Onyekachi,M,EN-003,12/10/1999,Student,Savings,1
RI-005-1041,Ifeanyichukwu,Briggs,M,RI-005,08/29/1986,Truck Driver,Current,1
LA-003-1028,Oluwatobiloba,Adeniran,F,LA-003,11/12/1984,Lawyer,Savings,0
KN-002-1170,Zara,Shehu,M,KN-002,4/6/1962,Marketing Executive,Savings,1
LA-008-1095,Jideofor,Eze,F,LA-008,06/29/1977,Manager,Savings,1
RI-010-1017,Olumide,Akobo,M,RI-010,01/15/2001,Student,Savings,1
RI-007-1073,Chiamaka,Obi,M,RI-007,7/10/1973,Carpenter,Savings,1
KN-003-1172,Abdulrahman,Danladi,M,KN-003,12/6/1986,Plumber,Savings,0
KN-002-1138,Nafisa,Lawal,F,KN-002,11/21/1962,Human Resources Specialist,Savings,1
KN-007-1207,Umar,Mustapha,F,KN-007,9/6/1979,Engineer,Current,1
LA-011-1053,Bolaji,Akindele,F,LA-011,10/16/1960,Human Resources Specialist,Current,1
RI-008-1091,Sandra,Aluko,M,RI-008,05/19/2002,Student,Savings,1
KN-007-1014,Yusuf,Bello,M,KN-007,01/17/2002,Trader,Current,1
RI-006-1096,Oladapo,Nwadike,F,RI-006,4/1/2004,Student,Savings,0
LA-004-1295,Ademiluyi,Opeyemi,F,LA-004,05/23/1977,Manager,Current,1
KN-001-1024,Habiba,Sani,F,KN-001,8/6/1979,Accountant,Savings,1
KN-003-1045,Sadiq,Hassan,F,KN-003,1/11/1981,Lawyer,Current,0
LA-002-1029,Oluwakemi,Okafor,M,LA-002,09/24/1968,Health Professional,Savings,1
RI-008-1095,Okezie,Iwuoha,M,RI-008,01/21/1973,Plumber,Current,1
LA-007-1019,Kafayat,Kehinde,M,LA-007,03/17/1970,Marketing Executive,Savings,1
RI-009-1069,Linda,Amadi,F,RI-009,08/22/2001,Student,Savings,1
RI-009-1050,Chinwe,Brown,M,RI-009,8/7/2007,Student,Savings,1
RI-003-1006,Chidiebere,Briggs,M,RI-003,07/25/1983,Farmer,Savings,0
LA-013-1259,Adebowale,Omololu,M,LA-013,05/27/1968,Construction Worker,Savings,0
RI-001-1031,Chinonso,Pepple,M,RI-001,12/10/2002,Student,Savings,0
LA-004-1080,Kafayat,Adebayo,F,LA-004,5/7/1971,Manager,Savings,1
LA-008-1009,Chukwuka,Okeke,M,LA-008,10/15/1982,Engineer,Current,1
LA-009-1119,Adeoye,Oluwatomi,F,LA-009,08/13/1967,Health Professional,Savings,1
EN-001-1034,Chioma,Ogbu,M,EN-001,3/5/1998,Welder,Current,1
LA-015-1250,Jideofor,Hassan,M,LA-015,11/3/2002,Student,Savings,0
LA-001-1243,Ekanem,Adebisi,F,LA-001,5/6/1963,Lawyer,Current,1
RI-006-1097,Kofi,Onwuka,F,RI-006,11/5/1983,Health Professional,Savings,1
LA-013-1169,Ben,Alade,F,LA-013,10/21/1993,Marketing Executive,Current,1
LA-013-1068,Oluwarotimi,Oluwatobiloba,M,LA-013,10/21/1972,Mechanic,Current,1
LA-007-1205,Oluwapelumi,Adetunji,M,LA-007,4/6/1980,Construction Worker,Current,0
KN-007-1098,Ali,Ahmed,M,KN-007,5/7/1998,Farmer,Current,0
LA-001-1102,Omotayo,Ogunleye,M,LA-001,03/13/1974,Engineer,Savings,1
LA-011-1022,Morounranti,Okafor,M,LA-011,5/6/1978,Factory Worker,Current,1
KN-002-1207,Tijjani,Abdulrahman,M,KN-002,10/30/1961,Lawyer,Savings,1
RI-001-1096,Chioma,Briggs,M,RI-001,03/15/2003,Student,Savings,1
LA-008-1234,Oyindamola,Eze,M,LA-008,02/18/1984,Software Developer,Current,1
KN-001-1119,Danladi,Bala,M,KN-001,03/20/1959,Human Resources Specialist,Current,1
LA-003-1142,Christiana,Ibrahim,M,LA-003,05/21/1983,Factory Worker,Savings,1
RI-001-1133,Josephine,Iwuoha,M,RI-001,09/19/1996,Marketing Executive,Savings,0
KN-007-1030,Hassan,Suleiman,M,KN-007,2/9/2007,Student,Savings,1
KN-009-1092,Lawal,Umar,M,KN-009,07/29/2003,Trader,Current,1
LA-013-1247,Deji,Adetokunbo,M,LA-013,07/27/1957,Manager,Current,1
LA-014-1223,Agatha,Okonkwo,M,LA-014,11/29/1968,Electrician,Current,1
LA-003-1007,David,Adebayo,M,LA-003,3/1/1989,Carpenter,Current,1
RI-005-1054,Collins,Adeyemo,M,RI-005,12/6/1993,Construction Worker,Savings,1
KN-005-1053,Shehu,Suleiman,F,KN-005,08/27/1967,Trader,Current,1
KN-009-1182,Rabi,Haruna,F,KN-009,12/21/1992,Human Resources Specialist,Current,1
LA-007-1085,Remi,Ajayi,F,LA-007,10/10/1983,Manager,Current,1
KN-004-1077,Mariam,Abubakar,M,KN-004,12/30/1965,Lawyer,Current,1
LA-002-1136,Ebenezer,Oluwatobiloba,M,LA-002,11/6/1968,Farmer,Current,0
LA-003-1152,Oluwaseun,Oluwadamilola,F,LA-003,10/2/1989,Lawyer,Current,1
LA-013-1125,Habiba,Oluwadamilola,F,LA-013,08/25/1966,Health Professional,Current,0
LA-003-1276,Oluwatosin,Omotayo,F,LA-003,12/25/1966,Lawyer,Savings,0
LA-013-1109,Christiana,Olatunji,M,LA-013,11/28/1965,Marketing Executive,Savings,1
LA-008-1249,Constance,Adebayo,F,LA-008,07/30/1957,Engineer,Savings,0
LA-002-1019,Olufemi,Dosunmu,M,LA-002,7/2/1982,Factory Worker,Savings,1
KN-009-1153,Umar,Mariam,F,KN-009,9/4/1972,Engineer,Savings,0
RI-006-1109,Favour,Adeyemo,M,RI-006,01/14/1964,Electrician,Current,1
LA-012-1239,Adeola,Oluwatobiloba,F,LA-012,1/2/1996,Trader,Savings,1
KN-010-1104,Hauwa,Farouq,M,KN-010,10/31/1973,Factory Worker,Current,0
LA-008-1032,Efosa,Agboola,M,LA-008,8/7/1967,Factory Worker,Savings,0
LA-003-1230,Clara,Alabi,F,LA-003,08/24/1988,Software Developer,Savings,1
KN-008-1119,Danladi,Yakubu,F,KN-008,10/27/1995,Accountant,Current,1
KN-008-1156,Abdulkadir,Umaru,F,KN-008,01/29/1962,Trader,Savings,1
RI-008-1101,Ifeanyi,Celestine,M,RI-008,1/2/1995,Truck Driver,Savings,1
LA-008-1195,Adetokunbo,Onyekachi,M,LA-008,05/16/1988,Lawyer,Current,1
KN-001-1173,Umar,Khadija,M,KN-001,05/24/1996,Truck Driver,Savings,1
LA-002-1161,Chidimma,Adebiyi,M,LA-002,10/8/1968,Manager,Current,0
